,image_id,pos_caption,neg_caption,pos_verb,neg_verb,subject,object
80,VG_100K/2352662.jpg,brackets pole holding signs,brackets pole brushing signs,hold,brush,brackets pole,signs
81,VG_100K/2368604.jpg,people posing for a picture,people driving picture,pose,drive,people,picture
82,VG_100K/2368604.jpg,man WEARING pink shirt,man catching pink shirt,wear,catch,man,shirt
83,VG_100K/2368604.jpg,woman WEARING sunglasses,woman washing sunglasses,wear,wash,woman,sunglasses
84,VG_100K/2339370.jpg,shadow cast by a bench,shadow kissing bench,cast,kiss,shadow,bench
85,VG_100K/2335597.jpg,woman WEARING cap,woman towing cap,wear,tow,woman,cap
86,VG_100K/2335597.jpg,woman swinging ball,woman throwing ball,swinge,throw,woman,ball
87,VG_100K/2335597.jpg,woman WEARING t-shirt,woman reading t-shirt,wear,read,woman,t - shirt
88,VG_100K/1160198.jpg,cloud hanging in sky,cloud adjusting sky,hang,adjust,cloud,sky
89,VG_100K/1160198.jpg,cloud hanging in sky,cloud looking sky,hang,look,cloud,sky
90,VG_100K/1160198.jpg,cloud hanging in sky,cloud exiting sky,hang,exit,cloud,sky
91,VG_100K/1160198.jpg,cloud hanging in sky,cloud hitting sky,hang,hit,cloud,sky
92,VG_100K/1160198.jpg,cloud hanging in sky,cloud driving sky,hang,drive,cloud,sky
93,VG_100K/1160198.jpg,cloud hanging in sky,cloud cooking sky,hang,cook,cloud,sky
94,VG_100K/1160198.jpg,cloud hanging in sky,cloud hitting sky,hang,hit,cloud,sky
95,VG_100K/1160198.jpg,window built into jumbo jet,window catching jumbo jet,build,catch,window,jumbo jet
96,VG_100K/2358321.jpg,man seated at table,man biting table,seat,bite,man,table
97,VG_100K/2358321.jpg,man WEARING shorts,man holding shorts,wear,hold,man,shorts
98,VG_100K/2358321.jpg,man holding cup,man making cup,hold,make,man,cup
99,VG_100K/2358321.jpg,man WEARING shorts,man contain shorts,wear,contain,man,shorts
100,VG_100K/2357809.jpg,man WEARING shirt,man entering shirt,wear,enter,man,shirt
101,VG_100K/2360624.jpg,planks forming backsit,planks preparing backsit,form,prepare,planks,backsit
102,VG_100K/2360125.jpg,fur coat laying on bed,fur coat chewing bed,lay,chew,fur coat,bed
103,VG_100K_2/2404106.jpg,mirror reflecting curtain,mirror wearing curtain,lay,wear,mirror,curtain
104,VG_100K_2/2404106.jpg,lights attached to wall,lights chewing wall,attach,chew,lights,wall
105,VG_100K/2345859.jpg,man sitting in chair,man carrying chair,sit,carry,man,chair
106,VG_100K/2345859.jpg,man sitting on sand,man kicking sand,sit,kick,man,sand
107,VG_100K_2/2406179.jpg,woman WEARING pink head scarf,woman carrying pink head scarf,wear,carry,woman,head scarf
108,VG_100K_2/2406179.jpg,skier carrying skis,skier serving skis,carry,serve,skier,skis
109,VG_100K_2/2406179.jpg,woman holding jackets,woman riding jackets,hold,ride,woman,jackets
110,VG_100K_2/2406179.jpg,skier holding skis,skier driving skis,hold,drive,skier,skis
111,VG_100K_2/2406179.jpg,person WEARING black jacket,person adjusting black jacket,wear,adjust,person,jacket
112,VG_100K_2/2406179.jpg,woman WEARING pink head scarf,woman guiding pink head scarf,wear,guide,woman,head scarf
113,VG_100K_2/2411130.jpg,man playing baseball,man watching baseball,play,watch,man,baseball
114,VG_100K_2/2411130.jpg,man playing baseball,man tossing baseball,play,toss,man,baseball
115,VG_100K_2/2411130.jpg,man WEARING hat,man riding hat,wear,ride,man,hat
116,VG_100K_2/2411130.jpg,man WEARING baseball glove,man sniffing baseball glove,wear,sniff,man,baseball glove
117,VG_100K_2/2389792.jpg,girl dressed in shirt,girl swinging shirt,dress,swinge,girl,shirt
118,VG_100K/2350622.jpg,collar folded onto vest,collar photographing vest,fold,photograph,collar,vest
119,VG_100K_2/2378365.jpg,woman WEARING pants,woman covering pants,wear,cover,woman,pants
120,VG_100K_2/2416326.jpg,person standing on platform,person hugging platform,stand,hug,person,platform
121,VG_100K/2368526.jpg,zebras laying under tree,zebras pulling tree,lay,pull,zebras,tree
122,VG_100K/2357011.jpg,man WEARING tie,man biting tie,wear,bite,man,tie
123,VG_100K/2357011.jpg,man WEARING pants,man eating pants,wear,eat,man,pants
124,VG_100K/2352344.jpg,person riding wave,person hugging wave,ride,hug,person,wave
125,VG_100K/2352344.jpg,person overcoming wave,person smelling wave,overcome,smell,person,wave
126,VG_100K_2/2393998.jpg,dog WEARING collar,dog carrying collar,wear,carry,dog,collar
127,VG_100K/2354620.jpg,people waiting on bus,people pushing bus,wait,push,people,bus
128,VG_100K/2327888.jpg,fingers hold fruit,fingers smoking fruit,hold,smoke,fingers,fruit
129,VG_100K/2327888.jpg,baby eating fruit,baby selling fruit,eat,sell,baby,fruit
130,VG_100K/2327888.jpg,hand holding apple,hand slicing apple,hold,slice,hand,apple
131,VG_100K/2326075.jpg,bottle sitting on counter,bottle grabbing counter,sit,grab,bottle,counter
132,VG_100K/2326075.jpg,mirror hanging on wall,mirror surrounding wall,hang,surround,mirror,wall
133,VG_100K/2326075.jpg,faucet attached to sink,faucet making sink,attach,make,faucet,sink
134,VG_100K/2326075.jpg,flower painted on wall,flower towing wall,paint,tow,flower,wall
135,VG_100K/2326075.jpg,drawer pull attached to drawer,drawer pull kicking drawer,paint,pull,drawer pull,drawer
136,VG_100K/2326075.jpg,drawer pull attached to drawer,drawer pull kicking drawer,paint,pull,drawer pull,drawer
137,VG_100K/2326075.jpg,item sitting on counter,item chewing counter,sit,chew,item,counter
138,VG_100K/2326075.jpg,mirror hanging on wall,mirror smoking wall,hang,smoke,mirror,wall
139,VG_100K/2326075.jpg,bottle sitting on counter,bottle looking counter,sit,look,bottle,counter
140,VG_100K_2/2379526.jpg,cow has an ear,cow pulling ear,have,pull,cow,ear
141,VG_100K/2362757.jpg,ramp leads to doorway,ramp drinking doorway,lead,drink,ramp,doorway
142,VG_100K/2362757.jpg,steps lead to stage,steps adjusting stage,lead,adjust,steps,stage
143,VG_100K/2362757.jpg,man WEARING clothes,man chasing clothes,wear,chase,man,clothes
144,VG_100K_2/2405438.jpg,cat sitting on keyboard,cat following keyboard,sit,follow,cat,keyboard
145,VG_100K_2/2405438.jpg,person WEARING pants,person covering pants,wear,cover,person,pants
146,VG_100K/2336129.jpg,word painted on ground,word dragging ground,paint,drag,word,ground
147,VG_100K_2/2391440.jpg,man drinking wine,man washing wine,drink,wash,man,wine
148,VG_100K_2/2391440.jpg,man WEARING shirt,man driving shirt,wear,drive,man,shirt
149,VG_100K/2348602.jpg,hand holding open book,hand towing book,hold,tow,hand,book
150,VG_100K/2334365.jpg,man WEARING shirt,man chewing shirt,wear,chew,man,shirt
151,VG_100K/2334365.jpg,man posing woman,man hugging woman,pose,hug,man,woman
152,VG_100K/2334365.jpg,dress worn by female,dress kicking female,wear,kick,dress,female
153,VG_100K_2/2390492.jpg,man looking in a toilet,man catching toilet,look,catch,man,toilet
154,VG_100K_2/2390492.jpg,man inspecting toilet,man driving toilet,inspect,drive,man,toilet
155,VG_100K_2/2390492.jpg,man WEARING t-shirt,man observing t-shirt,wear,observe,man,t - shirt
156,VG_100K/2328801.jpg,man holding towel,man smoking towel,hold,smoke,man,towel
157,VG_100K/2328801.jpg,elephant leaving water,elephant grabbing water,leave,grab,elephant,water
158,VG_100K/2328801.jpg,man WEARING cloth,man sniffing cloth,wear,sniff,man,cloth
159,VG_100K_2/2409078.jpg,man riding bike,man making bike,ride,make,man,bike
160,VG_100K/2346910.jpg,skier WEARING boot,skier driving boot,wear,drive,skier,boot
161,VG_100K/2346910.jpg,skier jumping hill,skier herding hill,jump,herd,skier,hill
162,VG_100K/2346910.jpg,person WEARING skis,person entering skis,wear,enter,person,skis
163,VG_100K/2346259.jpg,man WEARING shirt,man adjusting shirt,wear,adjust,man,shirt
164,VG_100K/2346259.jpg,man WEARING shorts,man contain shorts,wear,contain,man,shorts
165,VG_100K/2346259.jpg,man WEARING jacket,man cleaning jacket,wear,clean,man,jacket
166,VG_100K/2346259.jpg,man WEARING shirt,man photographing shirt,wear,photograph,man,shirt
167,VG_100K/2346259.jpg,man WEARING pants,man petting pants,wear,pet,man,pants
168,VG_100K/2348420.jpg,man WEARING shorts,man smelling shorts,wear,smell,man,shorts
169,VG_100K/2323802.jpg,dog WEARING sweater,dog looking sweater,wear,look,dog,sweater
170,VG_100K/2315927.jpg,woman WEARING glasses,woman opening glasses,wear,open,woman,glasses
171,VG_100K/2356417.jpg,hotdog LAYING IN bun,hotdog tying bun,lay,tie,hotdog tying,bun
172,VG_100K/2374995.jpg,woman using fork,woman watching fork,use,watch,woman,fork
173,VG_100K/2374995.jpg,scarfs have scarves on head,scarfs approaching head,have,approach,scarfs,scarves head
174,VG_100K/2374995.jpg,woman WEARING scarf,woman using scarf,wear,use,woman,scarf
175,VG_100K/2374995.jpg,person WEARING shirt,person pouring shirt,wear,pour,person,shirt
176,VG_100K/1592497.jpg,person walking on sidewalk,person herding sidewalk,walk,herd,person,sidewalk
177,VG_100K/1592497.jpg,car parked on street,car chasing street,park,chase,car,street
178,VG_100K/1592497.jpg,car parked on street,car grabbing street,park,grab,car,street
179,VG_100K_2/3235.jpg,man WEARING jacket,man contain jacket,wear,contain,man,jacket
180,VG_100K_2/3235.jpg,person WEARING shirt,person brushing shirt,wear,brush,person,shirt
181,VG_100K_2/3235.jpg,man sitting on bench,man drinking bench,sit,drink,man,bench
182,VG_100K_2/3235.jpg,man SITTING ON bench,man brushing bench,sit,brush,man,bench
183,VG_100K_2/2415140.jpg,girl WEARING jacket,girl touching jacket,wear,touch,girl,jacket
184,VG_100K_2/2415140.jpg,elephant WEARING headdress,elephant making headdress,wear,make,elephant,headdress
185,VG_100K_2/2415140.jpg,clown WEARING hat,clown pushing hat,wear,push,clown,hat
186,VG_100K_2/2401222.jpg,girl WEARING seatbelt,girl watching seatbelt,wear,watch,girl,seatbelt
187,VG_100K_2/2401222.jpg,woman WEARING bra,woman exiting bra,wear,exit,woman,bra
188,VG_100K_2/2401222.jpg,girl holding cat,girl following cat,hold,follow,girl,cat
189,VG_100K/2374314.jpg,cat wearing a hat,cat towing hat,wear,tow,cat,hat
190,VG_100K/2359719.jpg,duck swimming in water,duck kicking water,swim,kick,duck,water
191,VG_100K/2359719.jpg,duck swimming on water,duck decorating water,duck,decorate,duck,water
192,VG_100K_2/2399080.jpg,man WEARING white,man tying white,wear,tie,man,white
193,VG_100K/2364336.jpg,man carrying board,man serving board,carry,serve,man,board
194,VG_100K/713717.jpg,person WEARING jeans,person helping jeans,wear,help,person,jeans
195,VG_100K/713717.jpg,person WEARING shirt,person contain shirt,wear,contain,person,shirt
196,VG_100K_2/2406666.jpg,man WEARING pants,man sniffing pants,wear,sniff,man,pants
197,VG_100K_2/103.jpg,car parked on road,car opening road,park,open,car,road
198,VG_100K_2/103.jpg,stairs lead to building,stairs chasing building,lead,chase,stairs,building
199,VG_100K/2352984.jpg,person WEARING shirt,person selling shirt,wear,sell,person,shirt
200,VG_100K/2352984.jpg,person WEARING shirt,person watching shirt,wear,watch,person,shirt
201,VG_100K/2352984.jpg,people walking on conveyer belt,people leaving conveyer belt,walk,leave,people,conveyer belt
202,VG_100K/2352622.jpg,woman wears clothes,woman hugging clothes,wear,hug,woman,clothes
203,VG_100K/2352622.jpg,man wears shorts,man licking shorts,wear,lick,man,shorts
204,VG_100K/2352622.jpg,woman cleaning street,woman chasing street,clean,chase,woman,street
205,VG_100K/2352622.jpg,woman WEARING pants,woman driving pants,wear,drive,woman,pants
206,VG_100K/2352622.jpg,man WEARING shorts,man pulling shorts,wear,pull,man,shorts
207,VG_100K/2352622.jpg,man sticking out tongue,man sniffing tongue,stick,sniff,man,tongue
208,VG_100K/2352622.jpg,person working to clean park,person biting park,work,bite,person,park
209,VG_100K/2352622.jpg,pathway leading into park,pathway decorating park,lead,decorate,pathway,park
210,VG_100K/2372115.jpg,player WEARING cap,player boarding cap,wear,board,player,cap
211,VG_100K/2372115.jpg,player WEARING shorts,player kissing shorts,wear,kiss,player,shorts
212,VG_100K_2/2386202.jpg,person carrying a skateboard,person enclosing skateboard,carry,enclose,person,skateboard
213,VG_100K/2373883.jpg,man WEARING shirt,man grabbing shirt,wear,grab,man,shirt
214,VG_100K/2373883.jpg,skateboarder WEARING tee shirt,skateboarder grabbing tee shirt,wear,grab,skateboarder,tee shirt
215,VG_100K/2373883.jpg,skateboarder watching boy,skateboarder chasing boy,watch,chase,skateboarder,boy
216,VG_100K/2332576.jpg,woman WEARING wet suit,woman observing wet suit,wear,observe,woman,suit
217,VG_100K/2321660.jpg,car parked next to tracks,car towing tracks,park,tow,car,tracks
218,VG_100K/2321660.jpg,train parked on tracks,train feeding tracks,park,train,train,tracks
219,VG_100K/2321660.jpg,car parked in lot,car covering lot,park,cover,car,lot
220,VG_100K/2321660.jpg,car parked in lot,car tying lot,park,tie,car tying,lot
221,VG_100K/2353456.jpg,mouse sitting next to girl,mouse leading girl,sit,lead,mouse,girl
222,VG_100K/2353456.jpg,girl WEARING shoe,girl kicking shoe,wear,kick,girl,shoe
223,VG_100K/2353456.jpg,girl looking at computer,girl approaching computer,look,approach,girl,computer
224,VG_100K/2353456.jpg,mouse sitting on top of couch,mouse opening couch,sit,mouse,top,couch
225,VG_100K/2353456.jpg,girl sitting on couch,girl petting couch,sit,pet,girl,couch
226,VG_100K/2316021.jpg,person WEARING yellow,person making yellow,wear,make,person,yellow
227,VG_100K/2316021.jpg,person WEARING hat,person dragging hat,wear,drag,person,hat
228,VG_100K/2316021.jpg,person WEARING hat,person hugging hat,wear,hug,person,hat
229,VG_100K/2316021.jpg,person WEARING black coat,person touching black coat,wear,touch,person,coat
230,VG_100K/2316021.jpg,person WEARING red,person exiting red,wear,exit,person,red
231,VG_100K_2/2411486.jpg,man WEARING sunglasses,man enclosing sunglasses,wear,enclose,man,sunglasses
232,VG_100K_2/2411486.jpg,woman riding motorcycle,woman buying motorcycle,ride,buy,woman,motorcycle
233,VG_100K_2/2411486.jpg,woman riding motorcycle,woman making motorcycle,ride,make,woman,motorcycle
234,VG_100K/2352375.jpg,person raising limbs,person entering limbs,raise,enter,person,limbs
235,VG_100K/2352375.jpg,man lying on surfboard,man riding surfboard,lie,ride,man,surfboard
236,VG_100K_2/2390548.jpg,bird flying over water,bird smoking water,fly,smoke,bird,water
237,VG_100K_2/2390548.jpg,bird has small wing,bird riding wing,have,ride,bird,wing
238,VG_100K/2371680.jpg,bench has an arm rest,bench making arm rest,have,make,bench arm,rest
239,VG_100K/2322439.jpg,boy wearing a shirt,boy exiting shirt,wear,exit,boy,shirt
240,VG_100K/2322439.jpg,boy WEARING shirt,boy smoking shirt,wear,smoke,boy,shirt
241,VG_100K/2322439.jpg,boy WEARING shoes,boy pushing shoes,wear,push,boy,shoes
242,VG_100K/2322439.jpg,person WEARING shirt,person smelling shirt,wear,smell,person,shirt
243,VG_100K/2322439.jpg,boy WEARING shirt,boy washing shirt,wear,wash,boy,shirt
244,VG_100K_2/2397199.jpg,woman WEARING cardigan,woman climbing cardigan,wear,climb,woman,cardigan
245,VG_100K_2/2397199.jpg,woman WEARING glasses,woman flying glasses,wear,fly,woman,glasses
246,VG_100K_2/2392150.jpg,man WEARING coat,man cleaning coat,wear,clean,man,coat
247,VG_100K/2374903.jpg,man WEARING blue jeans,man holding blue jeans,wear,hold,man,jeans
248,VG_100K/2374903.jpg,tv mounted on a wall,tv grabbing wall,mount,grab,tv,wall
249,VG_100K_2/3177.jpg,man WEARING hat,man eating hat,wear,eat,man,hat
250,VG_100K_2/3177.jpg,man WEARING jeans,man guiding jeans,wear,guide,man,jeans
251,VG_100K_2/3177.jpg,person walking with woman,person contain woman,walk,contain,person,woman
252,VG_100K/2371855.jpg,coat laying on chair,coat pouring chair,lay,pour,coat,chair
253,VG_100K/2371855.jpg,bottle sitting on table,bottle adjusting table,sit,adjust,bottle,table
254,VG_100K/2371855.jpg,woman sitting in chair,woman tying chair,sit,tie,woman tying,chair
255,VG_100K/2371855.jpg,hand grasping glass,hand driving glass,grasp,drive,hand,glass
256,VG_100K/2368030.jpg,hand holding baseball,hand pushing baseball,hold,push,hand,baseball
257,VG_100K/2368030.jpg,man wearing a hat,man cooking hat,wear,cook,man,hat
258,VG_100K/2368030.jpg,man WEARING shoes,man buying shoes,wear,buy,man,shoes
259,VG_100K/2368030.jpg,man wearing a hat,man kicking hat,wear,kick,man,hat
260,VG_100K/2368030.jpg,man throwing baseball,man serving baseball,throw,serve,man,baseball
261,VG_100K/2368030.jpg,man throwing baseball,man cleaning baseball,throw,clean,man,baseball
262,VG_100K_2/2389878.jpg,plane hanging from ceiling,plane throwing ceiling,hang,throw,plane,ceiling
263,VG_100K/2377321.jpg,man WEARING jacket,man catching jacket,wear,catch,man,jacket
264,VG_100K/2377321.jpg,man WEARING tie,man using tie,wear,use,man,tie
265,VG_100K/2377321.jpg,man holding can,man serving can,hold,serve,man,can
266,VG_100K/2377321.jpg,man holding beer,man holding beer,hold,hold,man,beer
267,VG_100K/2377321.jpg,man WEARING suit,man crossing suit,wear,cross,man,suit
268,VG_100K/2377321.jpg,man WEARING tie,man catching tie,wear,catch,man,tie
269,VG_100K/2377321.jpg,man WEARING tie,man facing tie,wear,face,man,tie
270,VG_100K/2377321.jpg,man holding drink,man eating drink,hold,eat,man,drink
271,VG_100K/2377321.jpg,man holding beer,man making beer,hold,make,man,beer
272,VG_100K/2377321.jpg,man WEARING tuxedo,man entering tuxedo,wear,enter,man,tuxedo
273,VG_100K/2326986.jpg,light hanging poles,light dragging poles,hang,drag,light,poles
274,VG_100K/2365217.jpg,flower blooming on tree,flower sniffing tree,bloom,sniff,flower,tree
275,VG_100K_2/2396496.jpg,child swinging bat,child preparing bat,swinge,prepare,child,bat
276,VG_100K/2335588.jpg,canoe attached to dock,canoe boarding dock,attach,dock,canoe,dock
277,VG_100K/2335588.jpg,person holds pole,person moving pole,hold,move,person,pole
278,VG_100K/2335588.jpg,train going across bridge,train observing bridge,go,train,train,bridge
279,VG_100K/2335588.jpg,train going across bridge,train exiting bridge,go,train,train,bridge
280,VG_100K/2333180.jpg,dirt covering field,dirt grabbing field,cover,grab,dirt,field
281,VG_100K/2333180.jpg,number printed on uniform,number buying uniform,print,buy,number,uniform
282,VG_100K/2333180.jpg,child wearing a helmet,child eating helmet,wear,eat,child,helmet
283,VG_100K/2324369.jpg,sign attached to post,sign tossing post,attach,toss,sign,post
284,VG_100K/2325249.jpg,man playing games,man cutting games,play,cut,man,games
285,VG_100K_2/990.jpg,man pushing machine,man driving machine,push,drive,man,machine
286,VG_100K/2358462.jpg,boy eating broccoli,boy kicking broccoli,eat,kick,boy,broccoli
287,VG_100K/2358462.jpg,plate sitting on table,plate catching table,sit,catch,plate,table
288,VG_100K/2358462.jpg,boy eating broccoli,boy following broccoli,eat,follow,boy,broccoli
289,VG_100K/2358462.jpg,hand holds broccoli,hand selling broccoli,hold,sell,hand,broccoli
290,VG_100K/2358462.jpg,boy eating broccoli,boy observing broccoli,eat,observe,boy,broccoli
291,VG_100K/2358462.jpg,boy eating salad,boy playing salad,eat,play,boy,salad
292,VG_100K_2/2389071.jpg,child sitting in bleachers,child opening bleachers,sit,open,child,bleachers
293,VG_100K_2/2389071.jpg,fence surrounding field,fence brushing field,surround,brush,fence,field
294,VG_100K_2/2389071.jpg,player has on helmet,player moving helmet,have,move,player,helmet
295,VG_100K_2/2389071.jpg,player WEARING shoes,player pushing shoes,wear,push,player,shoes
296,VG_100K_2/2389071.jpg,man WEARING shirt,man leaving shirt,wear,leave,man,shirt
297,VG_100K_2/2389071.jpg,man WEARING socks,man herding socks,wear,herd,man,socks
298,VG_100K_2/2389071.jpg,bat made of wood,bat leaving wood,make,leave,bat,wood
299,VG_100K/2358406.jpg,meal served on plate,meal tying plate,serve,tie,meal tying,plate
300,VG_100K/2358406.jpg,plate filled with meal,plate towing meal,fill,tow,plate,meal
301,VG_100K/2358406.jpg,meal contains meat ball,meal towing meat ball,contain,tow,meal,meat ball
302,VG_100K/2343323.jpg,sign says water,sign cooking water,say,sign,sign,water
303,VG_100K/2349171.jpg,fruit displayed at market,fruit smoking market,display,smoke,fruit,market
304,VG_100K_2/2392607.jpg,bus driving through desert,bus pouring desert,drive,pour,bus,desert
305,VG_100K/2347272.jpg,woman WEARING coat,woman pouring coat,wear,pour,woman,coat
306,VG_100K_2/2393989.jpg,truck has an end,truck entering end,have,enter,truck,end
307,VG_100K/2372740.jpg,girl holding picture,girl using picture,hold,use,girl,picture
